"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"IDS",74877.7973438975,1.562626693236,0.189073175476491,5.58483214418814e-18,4.55767893432235e-16
"ABCA6",888.122971986487,2.15084949100587,0.260040202293891,6.29105365156249e-18,5.11314336216831e-16
"ACSBG1",1975.55125216259,3.6642792602635,0.443766205201715,6.70442515872042e-18,5.42705573374316e-16
"PRAMEF19",44.7174939690251,3.82637088556794e-07,0.00144269506292653,7.63323231889089e-18,6.15398576548002e-16
"OR52J3",35.5196383868041,3.71951746040526e-07,0.00144269506150382,7.76966703594246e-18,6.23882420548729e-16
"OR52E2",35.2616295580136,3.60605296885621e-07,0.00144269506006509,7.81744714468737e-18,6.25208152843517e-16
"KRTAP27-1",35.162479569598,3.72436623550118e-07,0.00144269506156461,7.892925367779e-18,6.28729680491527e-16
"CRYGD",13.6133517544912,4.6425148801288e-07,0.00144269507497609,8.22496573958641e-18,6.52220411809418e-16
"OR5H1",34.7569979532453,3.71779334640505e-07,0.00144269506147803,8.25306412862772e-18,6.52220411809418e-16
"OR6C70",34.9398171831995,3.71795382517116e-07,0.00144269506148098,8.29617232587232e-18,6.5304594284839e-16
"OR10Z1",34.4168549631027,3.52401533636505e-07,0.00144269505904947,8.65376211675836e-18,6.78522822597908e-16
"TAAR1",35.9314299312985,3.71671001670782e-07,0.00144269506146968,8.85143331296258e-18,6.91310772106929e-16
"LCE3A",34.0093739791538,3.50273890449616e-07,0.00144269504837114,9.0415295129524e-18,7.03409887478484e-16
"IZUMO3",17.9275730994785,4.1937036792956e-07,0.00144269506811606,9.13102559127626e-18,7.07619091751851e-16
"TRHDE",132.18152128854,4.758068956983,0.579484797004319,9.8278545772913e-18,7.58680017059314e-16
"FAM47B",37.3675758480124,3.87250489766184e-07,0.00144269506351015,1.03382678484882e-17,7.9501279754874e-16
"OR5F1",96.8089090832943,3.57868912187172e-07,0.00144269505982993,1.07144821989488e-17,8.17654034678556e-16
"OR8U1",36.1952485957435,3.7196382533046e-07,0.00144269506150854,1.06783314686402e-17,8.17654034678556e-16
"OR10H3",16.2775371911404,4.01373898636085e-07,0.00144269506518249,1.08457577847123e-17,8.24525023374669e-16
"OR51F1",32.5116417959803,3.58020677211595e-07,0.00144269505972991,1.09064041668598e-17,8.25994867091647e-16
"OR6C1",20.6693884885005,4.1445413407093e-07,0.00144269506708618,1.13878535859838e-17,8.55972724053237e-16
"OR51A4",34.4441767846386,3.82339131238503e-07,0.00144269506285379,1.13737868594161e-17,8.55972724053237e-16
"TAS2R16",31.1254232758605,3.67675272947063e-07,0.0014426950609334,1.32436350874225e-17,9.91734981040922e-16
"POM121L12",31.8156442260263,3.71529369080894e-07,0.00144269506143015,1.3750781382154e-17,1.02586986177159e-15
"LIFR",730.521250528027,2.04249438792507,0.249788317047898,1.41080438117556e-17,1.04861051290796e-15
"AC018867.2",30.5625532945399,3.87098348846183e-07,0.00144269505490595,1.446178088284e-17,1.07092165545001e-15
"ATOH1",32.9719932530911,3.71649898263727e-07,0.00144269506145217,1.58775392770727e-17,1.17142258415421e-15
"GUCA1C",29.607555637923,3.69997466179724e-07,0.00144269506121987,1.62633169483702e-17,1.19547337891806e-15
"GJA10",29.1949095184753,3.7123880626452e-07,0.00144269506137614,1.71745697901118e-17,1.25783277796152e-15
"OR4K2",34.3804062993554,3.65978894316441e-07,0.00144269506073607,1.73466953770251e-17,1.25905356760608e-15
"OR8A1",31.9956133843665,3.71124233186255e-07,0.00144269506137906,1.73496239566859e-17,1.25905356760608e-15
"KRTAP13-3",29.2613672417389,4.0201917122305e-07,0.00144269506549209,1.73801532789476e-17,1.25905356760608e-15
"OR5AR1",28.8999071464081,4.09176731502988e-07,0.00144269506649351,1.78585421458339e-17,1.28903859806427e-15
"DEFB129",29.7636376352702,3.65864652470701e-07,0.0014426950606951,1.84410157931386e-17,1.32629377614393e-15
"LCN9",15.5735051388329,3.94744117980063e-07,0.00144269506426174,1.87462710630735e-17,1.34341556858456e-15
"TEX26",9.73817403255789,4.18747715931775e-07,0.00144269506769174,1.91398222429675e-17,1.3667200211639e-15
"TAAR6",28.1204236370213,3.9887371130949e-07,0.00144269506504795,1.99851700830002e-17,1.42200530476693e-15
"KRTAP9-3",15.3726057341614,3.93954856808843e-07,0.00144269506414966,2.11022119420189e-17,1.4961617927969e-15
"REG1A",52.7567297750708,3.76069648541291e-07,0.00144269506045367,2.31099625418125e-17,1.6256231601685e-15
"FN1",25515.7672919218,-2.27005543230816,0.280033024973762,2.31720816568982e-17,1.6256231601685e-15
"RP11-1C1.5",27.1254079013369,3.57923529970404e-07,0.0014426950596824,2.31446217284083e-17,1.6256231601685e-15
"TAAR2",15.2384642719844,3.94127855468616e-07,0.0014426950641712,2.36381195131085e-17,1.65251944596186e-15
"SERPINA7",15.2529240642201,3.95834339089731e-07,0.00144269506440526,2.48334940755697e-17,1.73003791131338e-15
"ACTRT2",26.7320003176986,3.60888616461553e-07,0.00144269506004764,2.5424503037301e-17,1.76506081155485e-15
"RIT2",26.4209181120683,3.59367286997264e-07,0.00144269505985567,2.5841703392871e-17,1.78781667002444e-15
"OR4M1",34.3748737460555,3.85211878973935e-07,0.00144269506322399,2.67138428631182e-17,1.84178129036271e-15
"ZNF763",3976.36793316346,1.80336397885983,0.222522513073827,2.82327727747311e-17,1.93981463525077e-15
"TCP11X1",32.1556457302563,3.71552325761315e-07,0.00144269506143516,2.8707476748702e-17,1.96567565107379e-15
"ITGB3",4841.77628927356,2.21171820029672,0.272366905808414,2.88239983156535e-17,1.96691816492552e-15
"OR51H1P",27.3272414728569,3.69858587246427e-07,0.00144269506118546,3.00652994503219e-17,2.04464488846849e-15
"GCG",31.5362031872228,3.9375812241644e-07,0.00144269506435199,3.02432830971032e-17,2.04977695675757e-15
"TMEM246",110.491107044268,3.08717706271611,0.382298287309532,3.07306475443475e-17,2.07566215863802e-15
"KRTAP9-7",25.38264903259,3.70720295236151e-07,0.00144269506127921,3.08328329056463e-17,2.07566215863802e-15
"OR52R1",25.294517131319,3.68558259186059e-07,0.00144269506100213,3.14732208708575e-17,2.11166301373129e-15
"HIST1H2BN",3255.74747461302,-1.9872121750189,0.247333464421372,3.36307663085152e-17,2.2488747209781e-15
"OR6C3",24.8612575068707,3.70689587208288e-07,0.00144269506127039,3.46379711526359e-17,2.30850531741934e-15
"MRPL30",2324.79305670469,0.985038351303037,0.122613501971807,3.58732044617747e-17,2.38288654487948e-15
"FLNC",1082.43503545117,2.94165912351862,0.364902230779266,3.70346800436132e-17,2.45189202911259e-15
"ZCCHC12",135.859307927088,5.17116307616437,0.644825909546966,4.68083248279375e-17,3.08873150696298e-15
"HSPB6",4700.05284170359,3.16012963329887,0.393239749081172,4.74314594893575e-17,3.1093265607548e-15
"OR5D14",14.4090350187289,3.8883946564512e-07,0.00144269506344053,4.73783505772486e-17,3.1093265607548e-15
"GPR148",32.5051626049538,3.55488529021253e-07,0.00144269505941748,5.69518580416706e-17,3.72122695975543e-15
"C14orf177",18.302103860723,4.10805480250136e-07,0.00144269506653711,5.77757636785016e-17,3.76276423123114e-15
"OR4C3",42.8219221393587,3.7335900199276e-07,0.00144269506171392,5.81660803042205e-17,3.77588509611229e-15
"NRXN1",226.939915215492,4.04708973109455,0.506295722209489,6.01908096669052e-17,3.89467653229806e-15
"JAM2",489.845046158698,1.33419695380453,0.16651468254374,6.29610796881904e-17,4.06078653963122e-15
"OR5AC2",14.0161746274289,3.86074638229362e-07,0.0014426950630632,6.79040858116229e-17,4.36551219201797e-15
"OR10R2",14.1912050522468,3.54454791246375e-07,0.00144269505902908,7.33573691419178e-17,4.7009847391779e-15
"CXCL10",647.285319328649,-3.67597652404167,0.461725090286894,7.36624444183891e-17,4.70545339840662e-15
"TK1",1490.32576335373,-2.42103318301401,0.304487285922154,8.08800734604658e-17,5.15005155658775e-15
"CPXCR1",13.8493838375749,3.84614668147827e-07,0.00144269506286623,8.18861599838338e-17,5.1975615324342e-15
"IDH2",4704.90705051597,-1.48742763951754,0.187950479127584,8.58800626059303e-17,5.43381636627523e-15
"CXorf36",699.232615352221,1.30067832678133,0.163039852175102,9.07938433831605e-17,5.72659969906281e-15
"OR6K2",17.1695763738335,4.05935384939959e-07,0.00144269506583309,1.01364494340555e-16,6.37321289259453e-15
"SSTR1",37.3497384705263,4.2206284723437,0.533226507083119,1.13165430839445e-16,7.09288283449485e-15
"OR8I2",38.2514662978308,3.62106587127747e-07,0.00144269506026569,1.26994362267366e-16,7.93476649741785e-15
"CEACAM18",13.6089652991117,3.82322506990841e-07,0.00144269506255912,1.28819549235358e-16,8.02373229723286e-15
"RP6-24A23.6",25.9496194629507,3.64742895348748e-07,0.00144269506052444,1.29564844319552e-16,8.04509160659974e-15
"SPANXN2",13.4383056508306,1.50573223444613e-07,0.00144269504161673,1.30518604397312e-16,8.07922283690356e-15
"SLC9A4",691.917983324268,3.77338392992205,0.478067335706776,1.33371632999044e-16,8.23034700673728e-15
"CRB1",97.7654908438925,4.76552231093446,0.605254897076808,1.53433736099295e-16,9.43924344482863e-15
"KL",97.6482084702163,2.56482436799398,0.325616853199325,1.55975030930474e-16,9.56614959639232e-15
"BIRC8",52.2135012166499,3.73081653338305e-07,0.00144269506170289,2.26745120572697e-16,1.38640426322034e-14
"OR4N5",12.7755315544392,3.84763271240614e-07,0.00144269506286327,2.40392548992888e-16,1.46536848309872e-14
"TSHZ2",781.589504868913,1.64690275907862,0.210662838086222,2.65194027367205e-16,1.61163811038903e-14
"CRYBG3",8275.8712613624,2.10306164246957,0.269161799056025,2.78200470249053e-16,1.68555763701805e-14
"AOC3",1526.47469167291,2.21737810535039,0.284270791398888,2.80090985146056e-16,1.69188494169494e-14
"GLT6D1",27.7382932529067,3.44401793804698e-07,0.00144269505804565,3.20875594315646e-16,1.9324056122732e-14
"REG1B",37.5511878085933,3.65327726959405e-07,0.00144269506066814,3.27986854986804e-16,1.96930005363548e-14
"OR5M10",27.900243548178,3.43087563223297e-07,0.00144269505789066,3.56136897376911e-16,2.13191650483651e-14
"ABI3BP",2991.34108762061,2.25745922199788,0.290893174383547,3.84956048843001e-16,2.29755559419909e-14
"OR4C46",44.5096631612754,3.33751781259027e-07,0.00144269505687372,3.98394346391189e-16,2.36839087077565e-14
"OR51A2",13.4536514858263,3.97026775249628e-07,0.00144269506489142,3.99193619811641e-16,2.36839087077565e-14
"CAPS",3444.99440974183,-2.09462797422517,0.270589811018747,4.0156333165403e-16,2.37540155416884e-14
"OR5M11",13.3692590517973,3.59233226181524e-07,0.00144269505984056,4.07889713953392e-16,2.4057070621782e-14
"TGM4",90.5573613893893,4.74640155723314,0.613769321474738,4.65405046188289e-16,2.73685543926137e-14
"BEGAIN",390.99556908113,2.01166204332815,0.260289782129633,4.90470259622326e-16,2.86738665815461e-14
"TCP10",270.447986420926,6.09026571799519,0.788843808500957,4.89186949150626e-16,2.86738665815461e-14
"CERS3",449.528174647426,4.31939286252472,0.559706608376264,5.3215452736741e-16,3.10201096798367e-14
"HIST1H3B",6837.22988194367,-2.94651167466395,0.382440756450908,5.71460469614429e-16,3.32144785740433e-14
"ARHGAP20",104.646115520011,2.35196438742628,0.305262089689107,6.04337804086497e-16,3.50235653765374e-14
"PSMA2",11832.4695001141,1.35970992897664,0.177437633839829,6.43376632741651e-16,3.71782439162907e-14
"LGI4",561.647972883142,2.08075521412088,0.270274568004896,6.548723828772e-16,3.76250529403642e-14
"KRTAP13-2",11.8655769764191,3.60470455602004e-07,0.00144269505027306,6.54042771520653e-16,3.76250529403642e-14
"NTRK2",775.101603115099,2.38945787902242,0.310457552701951,6.63692260169995e-16,3.80225302287647e-14
"ARHGAP23",2182.98840363381,1.54371816588407,0.200476986504348,6.77152744601312e-16,3.86828342158818e-14
"KRT222",645.658027710777,2.31054380423386,0.300473676824487,6.84799938429299e-16,3.89444441168349e-14
"LGALS16",11.7272450730019,3.74056704584241e-07,0.00144269506120682,6.85627904827743e-16,3.89444441168349e-14
"OR5AP2",14.4041920673507,3.88436981601541e-07,0.00144269506338714,7.39306436653753e-16,4.18744841202695e-14
"NUSAP1",983.855672045146,-2.29641318233167,0.29951515715154,7.64462573583287e-16,4.31770189158877e-14
"OR5W2",11.3969213191181,3.67917501144284e-07,0.00144269506063711,7.75506455091237e-16,4.36773973608287e-14
"POLR2J2",46798.6495868087,1.43907462898985,0.186967577913861,8.16752282404302e-16,4.58711941977293e-14
"MAOA",450.595577647992,3.04842874035198,0.397944925950323,8.40816523171789e-16,4.70904357543326e-14
"MAST4",1891.23186866408,1.17644219864035,0.152274166664646,8.49220710361838e-16,4.74282650362419e-14
"OR5AS1",11.1199944947828,3.67826120395072e-07,0.00144269506061271,8.62965517207969e-16,4.80616505600449e-14
"OR5J2",11.1670006464421,3.384033785621e-07,0.00144269505735011,9.05542149298193e-16,5.0292804814078e-14
"OR51T1",16.45518733568,4.017655102495e-07,0.00144269506524079,9.94291712224542e-16,5.50688877956163e-14
"SHPK",13935.1753720228,1.40527229334163,0.18199479487104,1.01088598153848e-15,5.58332992123768e-14
"SBK1",409.928734284276,-1.95125298909769,0.255606007074061,1.01731675007715e-15,5.60336944932302e-14
"KRTAP6-3",10.5556751674419,3.70601455744743e-07,0.00144269506125378,1.03643414660353e-15,5.69298470527227e-14
"APCS",10.5034481455506,3.67613378463968e-07,0.00144269506055488,1.05846350726631e-15,5.79806009980347e-14
"OOSP2",10.4809047760109,3.67604877097372e-07,0.00144269506055254,1.0683679794486e-15,5.83632496751236e-14
"GPR133",660.315325729965,1.46310507597545,0.191395058507533,1.1221814736159e-15,6.11359574481645e-14
"REXO1L1P",2423.83643004326,5.80445981460092,0.762540797118062,1.205967667434e-15,6.55220585398786e-14
"SPANXN4",10.0379124526711,3.67442026600977e-07,0.00144269506050722,1.32351448325177e-15,7.17136817835663e-14
"KRTAP19-2",9.90719350645027,3.70848657579871e-07,0.00144269506135113,1.35859848443151e-15,7.32178385383385e-14
"OR11G2",9.85079961124573,3.7087546656824e-07,0.00144269506136991,1.35643267931355e-15,7.32178385383385e-14
"C7orf63",621.715091896263,1.6267834329058,0.214278595777512,1.42220538487455e-15,7.64397163042521e-14
"OR5K4",9.69336791753747,3.67309500908123e-07,0.00144269506046969,1.4463650023363e-15,7.75298173102198e-14
"PCSK5",2635.63947211083,3.58633550837695,0.472848409861997,1.52608979915798e-15,8.15845974448255e-14
"SLC22A3",195.638731361524,2.78305829271972,0.367859019124777,1.76136577257809e-15,9.39113260184704e-14
"ACE",21360.3045132332,1.23319714909877,0.161515957048565,1.9035749844891e-15,1.01223612340093e-13
"TRPC5",40.4022118108161,4.401539599036,0.583318794271324,1.98215581784217e-15,1.0512260854625e-13
"GFPT1",806.413164088577,-1.06678545918013,0.141394998055457,2.05214070644326e-15,1.08546299694779e-13
"PLIN5",850.752019760147,2.78150063304558,0.369819232984928,2.46875148517985e-15,1.3023804009152e-13
"MMRN1",147.513586029037,3.02840230993132,0.403024062702597,2.56134173636815e-15,1.34767017570908e-13
"RBL1",7431.00719984912,1.27940377476645,0.17029297678702,2.82126463536404e-15,1.48053451757135e-13
"HSPB7",796.689034795395,2.79592025622782,0.374804542962372,3.8973711032416e-15,2.03989627848724e-13
"PYCR1",2288.22764784095,-2.44151838049869,0.327981129299477,4.15373463890399e-15,2.16840131515004e-13
"SNCA",332.915215238641,2.89858945886684,0.389878588680643,4.75523360502916e-15,2.47594116403523e-13
"SEC14L6",469.671492216086,3.29095444150974,0.442979290711382,4.9531170657785e-15,2.57227591203053e-13
"CASQ2",132.394038453731,3.25404517032426,0.438044957277719,4.99717093556934e-15,2.58843097631537e-13
"ABCC9",2868.90148478857,2.83934199816288,0.382716209837369,5.83936302503343e-15,3.01685334166714e-13
"AC135983.2",211.273590535778,3.61706462794687,0.488660461681929,6.02774043934693e-15,3.10615057588408e-13
"SH3D19",1724.92846307714,1.29658730797272,0.175026894913521,6.51274612040722e-15,3.34745105222164e-13
"APOB",34.1275784270487,3.55837166795895,0.482005758517635,6.91567242904155e-15,3.5454347319553e-13
"CBX2",572.504478890503,-2.23680890368066,0.303380448749353,7.31886804534638e-15,3.74254341940296e-13
"ADH1B",2321.24052414412,2.81052426805498,0.381080284895388,8.10415051671438e-15,4.13353024059152e-13
"FLAD1",1777.30893557849,-1.01020788777698,0.138015937438894,1.10434387327543e-14,5.61838458073001e-13
"FGF10",401.17914350176,2.89005244668988,0.394818577757081,1.14564648907254e-14,5.81371977221226e-13
"TP63",1300.77173476337,2.90382499027566,0.397182795864032,1.16645086387494e-14,5.90430849932037e-13
"TMBIM4",19113.5438770802,1.42498636502744,0.195095535795888,1.36724894042873e-14,6.90322608962929e-13
"SHE",327.378477749263,1.23565293490185,0.170051403706741,1.56488032314603e-14,7.88116301787951e-13
"PGR",517.926309637213,2.94894580708606,0.406416423895342,1.74186090587389e-14,8.75044395779966e-13
"CLEC3B",1675.24156461122,2.81559237266593,0.388444181799134,1.89502764797283e-14,9.49603578786186e-13
"TRPM1",173.545858049862,3.80679321709474,0.527332841382869,2.3481264135692e-14,1.17371098782256e-12
"BAI3",60.6385978337089,3.52979583816791,0.489267781270844,2.41681768903235e-14,1.20503373751902e-12
"BTNL8",127.670217461822,4.52239284657203,0.627374870939034,2.46684873178074e-14,1.2269197398812e-12
"HIST1H1B",2801.53331600972,-2.68619132574617,0.373023343424273,2.54766861386195e-14,1.26397236390957e-12
"DLG2",521.317985346825,2.48497133446728,0.345256185081124,2.83929139468406e-14,1.40516812240874e-12
"CXCL9",602.87173532613,-3.05365309237495,0.42509853567925,2.91346261836392e-14,1.43831534793995e-12
"LMNB1",1271.14025781914,-1.61269903653263,0.224661856149028,3.12124085179492e-14,1.53709580272876e-12
"ZNF286A",8130.76597723869,1.60025599906965,0.222282605086827,3.18389571371257e-14,1.56409854791079e-12
"TMEM182",34653.2872328391,2.86857693692562,0.40029998256262,3.28535462673117e-14,1.6099848138937e-12
"TBC1D8B",30206.6692727158,2.94050429497522,0.410593285941488,3.59446822573282e-14,1.75715886810029e-12
"TLR9",2039.08742756394,1.88686682284349,0.263238538863059,3.6115645260839e-14,1.7612102715737e-12
"PTPN5",129.324239685006,3.11572241839889,0.438226990810451,3.94036863156174e-14,1.91687908563127e-12
"ESR1",1199.5689154002,2.33369798367973,0.326451636756465,4.02639516324112e-14,1.9492432177686e-12
"HN1",3162.46117227071,-2.23769350371078,0.313403204111007,4.02043624370932e-14,1.9492432177686e-12
"OR6P1",12.8297572601992,3.75490218154931e-07,0.00144269506207262,4.08558360335941e-14,1.97311977211517e-12
"AGTR1",131.021814337673,3.05218218115394,0.425495080063814,4.12615690535204e-14,1.98791279917129e-12
"LDB3",209.831722876506,3.60831799023085,0.316480545436614,4.21612184984422e-14,2.02637356408138e-12
"PLK1",835.303205367801,-1.94192516192337,0.272975305082316,4.45665151922581e-14,2.13684149821105e-12
"SYNE1",2977.46143214269,1.00179488356314,0.140398655403467,4.53423913674443e-14,2.16884156220259e-12
"PLA2R1",464.090029623339,1.54776025036326,0.216859807664065,4.73758547735113e-14,2.26069890296321e-12
"NXPH3",230.902394315666,2.29470425718092,0.322454895725054,4.96104082240665e-14,2.35655440921465e-12
"HOXC4",4229.31196204561,1.40648849353013,0.197554089452599,4.96203564208948e-14,2.35655440921465e-12
"RBMS3",1149.9070173092,2.12497120043064,0.298579659691961,5.23431627744751e-14,2.47997439931956e-12
"C11orf87",23.2588185159809,5.81585127549551,0.819607884902034,5.28189061755027e-14,2.49659860537352e-12
"CELF6",3308.40685483997,1.66021094133424,0.233065498378067,5.30291562886769e-14,2.50062488404671e-12
"SERTM1",36.7176304440425,5.48611433577165,0.773681283548727,5.45929139132445e-14,2.5683075783092e-12
"LSP1",46373.2980157032,1.650502480239,0.233292811164755,5.55025574590921e-14,2.60497214515748e-12
